5, 4, 0, N/A, 77, [0 3 2 3 2 1 0 1 3 0]
5, 4, 1, N/A, 7, [3 1 0 1 2 3 2 0 1 0]
5, 4, 2, N/A, 7, [3 2 1 0 3 2 0 2 3 0 1]
5, 4, 3, N/A, 3, [2 3 1 0 1 2 1 3 2]
5, 4, 4, N/A, 2, [3 2 0 2 3 1 2 1]
5, 5, 0, N/A, 3, [3 0 2 1 4 2 0 3 0]
5, 5, 1, N/A, 2, [2 4 1 2 4 0 3 4 0 2 3 4]
5, 5, 2, N/A, 2, [3 4 0 2 4 2 3 1 2 3 1]
5, 5, 3, N/A, 3, [1 4 2 4 0 3 4 1 0 3 0 1 0 4]
5, 5, 4, N/A, 1, [3 1 0 4 3 4 2 0 2 4 1 3]
5, 6, 0, N/A, 2, [3 1 0 4 1 3 4 0 2 3 5 4 1]
5, 6, 1, N/A, 2, [4 1 5 2 3 0 5 3 0 4 1 5 4]
5, 6, 2, N/A, 3, [3 0 2 5 1 4 2 0 1 2 5 1 0 5 0 2]
5, 6, 3, N/A, 2, [2 3 5 2 1 0 4 5 2 4]
5, 6, 4, N/A, 2, [3 1 4 0 5 4 2 0 4 0 1 0 5]
5, 7, 0, N/A, 2, [1 5 0 5 2 6 3 0 5 1 4 3 0 3 5 4]
5, 7, 1, N/A, 1, [1 0 3 6 5 2 3 1 2 4 1]
5, 7, 2, N/A, 2, [5 2 3 2 4 6 1 5 1 2 6 0 3 4 6 2]
5, 7, 3, N/A, 1, [3 4 6 4 1 5 0 4 3 2 5 4 2 5 6]
5, 7, 4, N/A, 1, [3 1 4 0 3 2 1 3 2 5 3 6 0]
5, 8, 0, N/A, 1, [4 3 7 2 0 5 7 1 3 7 2 6 7 5 6]
5, 8, 1, N/A, 2, [1 4 3 7 2 0 6 5 4 3 2 5 2 6]
5, 8, 2, N/A, 1, [6 7 1 3 5 0 7 4 1 5 4 2 6 1 3]
5, 8, 3, N/A, 1, [1 3 4 6 0 5 7 2 5 3 4 0 2]
5, 8, 4, N/A, 1, [2 4 5 4 7 0 6 3 0 5 3 0 3 1 4]
10, 4, 0, N/A, 13, [3 0 1 2 3 2 0 1 2 1 3 1 2 1 3 2 3 1 0 3 0 2 1]
10, 4, 1, N/A, 7, [3 1 0 2 1 3 2 3 2 3 0 2 0 1 2 3 2 1 0]
10, 4, 2, N/A, 7, [3 2 1 0 3 2 3 0 1 0 3 1 0 3 2 1 2 3 1 3 1 2 3 0 2]
10, 4, 3, N/A, 8, [3 1 2 0 3 1 3 2 3 2 1 3 0 3 0 3 2 3 1 2 3 0 1 3 0]
10, 4, 4, N/A, 6, [0 2 1 3 0 2 1 3 2 3 2 0 2 1 0 3 0 3 1 3 0 2 3]
10, 5, 0, N/A, 11, [0 4 1 2 1 4 0 1 4 3 1 0 3 4 2 1 3 1 0 4 3 1 0 1 2 0 1 3 2 0 2 3]
10, 5, 1, N/A, 14, [3 1 2 0 1 3 0 4 0 3 1 2 3 1 4 2 3 2 0 2 3 1 3 1 3 2 3 1 0 2 1 4 0 4]
10, 5, 2, N/A, 7, [3 1 2 0 1 4 2 0 2 3 4 0 4 3 2 4 2 1 0 2 0 3 4 0 2 0 3 4 2 0 1 3]
10, 5, 3, N/A, 6, [1 2 3 0 4 1 3 2 3 1 4 0 3 4 1 3 1 0 4 1 3 2 4 0 3 4 1 4 0]
10, 5, 4, N/A, 7, [4 3 1 0 3 1 4 0 2 4 3 1 4 3 4 2 1 3 4 2 0 3 4 2 3 4 2 4 3 1 3]
10, 6, 0, N/A, 8, [1 4 0 5 0 2 3 1 4 5 4 1 0 3 5 1 2 0 5 3 5 3 5 1 2 0 4 3 0 1 4 5 2 0 3 1]
10, 6, 1, N/A, 4, [1 5 2 3 4 0 1 0 2 0 3 4 2 5 0 4 2 5 4 0 3 1 4 3 1 0 4 1 5 2 0 5 1 3 4]
10, 6, 2, N/A, 8, [4 1 0 5 4 3 2 1 3 5 1 4 0 1 2 3 4 5 1 3 4 2 0 3 5 2 0 1 5 1 5 3 5 3 0]
10, 6, 3, N/A, 11, [4 1 3 2 5 4 3 1 5 4 1 0 1 5 3 4 5 2 4 3 5 0 1 2 5 0 1 5 0 2 4 2 1 5 0 2]
10, 6, 4, N/A, 3, [4 5 3 1 4 1 2 0 3 5 1 0 2 0 1 4 2 0 2 4 1 4 2 1 0 5 1 2 3 2 0 1 3 2 4 3]
10, 7, 0, N/A, 7, [2 1 6 3 0 4 5 6 3 5 1 3 6 3 1 5 3 0 6 1 0 2 6 2 5 6 4 2 1 4 5 6 3 1 4 3 2 5 6]
10, 7, 1, N/A, 7, [5 6 1 3 1 0 6 4 5 1 5 0 3 5 2 0 4 2 3 0 5 6 3 2 1 4 1 4 0 2 1 0 4 0 2 3 5 6 1 0 2 3 1]
10, 7, 2, N/A, 10, [3 2 5 2 6 0 3 2 4 5 3 4 6 2 1 0 2 1 4 3 5 2 5 4 2 6 5 2 1 6 4 0 1 6 5 3 1 2 0]
10, 7, 3, N/A, 6, [6 1 5 2 3 4 1 3 0 6 3 2 3 0 4 3 1 4 6 0 5 4 6 3 1 4 3 2 4 0 1 5 0 6 3 4 1]
10, 7, 4, N/A, 5, [2 0 4 3 6 5 1 0 5 1 2 1 3 0 6 1 6 5 2 4 3 4 2 4 5 1 2 3 0 4 3 0 1 6 3 4 1 2 4 1 4 6 3]
10, 8, 0, N/A, 8, [6 3 2 1 7 0 7 6 4 5 7 5 1 4 2 1 3 2 5 7 6 0 6 2 6 2 4 7 1 6 4 3 7 1 3 4 6 0 4 0 1 6]
10, 8, 1, N/A, 13, [7 3 4 5 6 1 2 3 7 3 4 3 0 5 0 4 2 0 7 3 2 1 7 6 2 7 6 3 7 6 0 7 1 7 4 6 5 1 4 7 1]
10, 8, 2, N/A, 8, [2 1 3 7 5 0 3 1 5 2 7 4 6 2 5 6 1 4 6 3 4 0 6 2 1 3 4 5 0 6 4 1 5 7 4 6 2 6 1 4 6 4 3 5 6 4 7 5 6]
10, 8, 3, N/A, 8, [7 2 5 1 6 4 0 3 4 2 1 5 6 4 7 4 1 4 6 1 6 3 6 7 0 4 1 6 3 7 4 3 1 0 7 2 5 1 0 6 4]
10, 8, 4, N/A, 13, [2 7 0 7 2 5 1 0 6 3 0 2 5 1 7 4 0 3 5 6 4 6 7 6 5 0 3 2 1 6 0 3 2 0 2 3 2 0 5 1 3 0 2 5 7 6 3]
15, 4, 0, N/A, 27, [2 3 0 1 0 3 2 1 0 2 3 1 0 1 2 1 0 1 0 1 0 1 2 1 2 0 3 0 3 0 2 1 2 0 1 3 1 3]
15, 4, 1, N/A, 14, [1 2 3 2 0 2 1 3 0 3 1 2 1 0 3 0 2 1 2 0 1 0 1 2 1 2 1 0 1 0 2 1 2 1 0 2 1 2 0 1 2]
15, 4, 2, N/A, 11, [1 2 0 2 3 1 2 0 3 2 1 2 3 1 2 0 2 0 2 0 1 3 1 2 1 0 2 0 3 0 2 3 0 1 0 3 1 0 3]
15, 4, 3, N/A, 7, [3 2 1 0 1 2 3 1 2 1 0 3 1 0 1 3 1 2 0 2 3 2 1 3 2 3 2 0 3 0 1 0 2 1 0 3 2]
15, 4, 4, N/A, 10, [0 1 2 3 0 1 2 3 2 3 1 0 1 2 0 3 0 2 0 1 2 0 3 1 2 3 0 1 3 2]
15, 5, 0, N/A, 15, [1 0 2 0 1 3 1 4 0 3 2 1 3 0 2 4 2 3 0 3 2 1 2 1 3 1 2 3 1 4 3 0 4 3 2 3 2 1 0 2 4 2 3 4 3 2]
15, 5, 1, N/A, 12, [1 0 4 3 2 0 1 2 4 0 3 1 2 0 3 2 0 3 2 1 0 4 0 1 3 4 0 3 4 1 3 1 2 1 2 4 3 0 4 0 3 2]
15, 5, 2, N/A, 20, [3 2 0 4 3 1 2 0 1 4 1 3 4 2 0 2 4 1 2 1 2 4 1 4 1 0 3 2 0 3 0 1 3 1 2 1 4 1 3 0 3 1 0 2 0 1 0 3 2 4 3 1 4]
15, 5, 3, N/A, 12, [3 1 0 4 2 1 0 3 4 2 0 3 1 0 3 4 2 1 0 4 3 2 1 3 2 1 2 4 1 2 1 4 1 3 1 4 3 1 3 4 1 3 4 1]
15, 5, 4, N/A, 10, [2 1 4 0 1 2 0 4 3 1 0 2 1 3 0 4 1 2 3 1 3 1 2 1 2 3 2 1 3 2 4 0 2 1 2 4 1 4 2 4 3 0]
15, 6, 0, N/A, 26, [3 0 1 4 5 2 0 5 2 4 5 1 3 1 3 0 5 4 2 0 5 1 3 5 3 1 3 2 1 0 1 2 5 1 5 4 0 5 2 3 4 5 3 4 0 4 1 4 0 2 0 3 5 2 0 5 3 0]
15, 6, 1, N/A, 24, [3 4 5 2 4 5 3 1 0 2 5 4 3 0 2 1 0 4 5 2 4 1 3 4 1 0 5 1 0 3 1 4 2 1 4 2 1 0 5 3 0 2 4 1 4 2 3 2 5 2 0 3 1 0 3 4 3 5 4 2]
15, 6, 2, N/A, 31, [4 0 2 5 2 1 0 4 2 1 5 3 4 0 1 2 5 0 3 0 1 3 4 1 4 3 1 0 1 4 3 1 0 2 1 2 1 2 5 3 5 0 4 5 1 5 0 3 0 5 3 0 5 3 0 3 2 1]
15, 6, 3, N/A, 24, [1 0 3 2 1 2 5 4 2 1 4 3 0 5 3 1 0 3 2 4 1 5 3 0 3 2 3 4 5 4 3 1 4 3 4 0 2 4 3 0 3 4 0 4 5 0 3 4 0 5 0 2 4 1 4 2 0 4 5 4 2 4 3]
15, 6, 4, N/A, 18, [4 0 1 4 3 5 0 4 3 2 0 1 5 2 4 1 0 5 0 3 1 3 5 1 4 0 2 4 1 5 1 5 2 3 0 5 2 4 0 4 2 3 4 2 4 3 4 5 4 0 1 2 4 3 0 1]
15, 7, 0, N/A, 30, [1 2 5 2 0 6 3 1 5 4 0 2 0 3 5 1 3 4 5 6 3 1 5 4 5 0 1 2 0 5 2 5 1 0 5 3 1 6 0 5 0 1 5 0 4 1 0 4 3 0 5 2 5 0 6 5 1 3 5 4 3 6 2 3 6 0 1]
15, 7, 1, N/A, 26, [0 6 5 2 3 1 0 4 6 2 5 0 1 0 4 2 6 3 6 3 1 3 6 4 5 2 4 3 5 0 2 5 1 5 4 2 4 0 1 0 4 5 1 3 4 1 4 5 3 1 4 3 6 1 0 2 3 0 6 2]
15, 7, 2, N/A, 24, [1 5 2 4 3 6 4 5 0 3 2 4 5 1 6 4 0 6 3 2 5 0 1 3 1 6 4 5 2 6 4 1 4 1 0 3 0 1 6 0 2 6 4 3 5 1 4 1 0 4 5 6 1 2 6 5 0 3 4 1 2 5 3 6]
15, 7, 3, N/A, 25, [2 0 4 0 4 3 0 6 2 5 1 5 3 2 6 5 2 0 6 4 1 3 2 0 6 2 6 4 2 6 5 0 4 2 5 3 4 2 0 6 4 3 4 3 1 5 3 6 3 0 6 1 2 3 1 3 4 0 4 0 6 0 5 2 0 5 4 1 0 3 2]
15, 7, 4, N/A, 48, [2 6 0 6 1 5 4 1 3 4 2 0 5 6 1 2 4 3 5 6 0 6 2 5 4 1 3 6 4 6 0 6 4 5 6 4 0 6 5 2 4 0 5 1 3 6 4 6 1 3 1 0 4 1 2 0 4 3 2 0 5 3 0 2 5 1 3 0 4 2 6 5 1]
15, 8, 0, N/A, 36, [2 4 7 6 1 0 3 6 4 2 5 7 1 4 3 0 6 5 3 2 6 7 6 0 3 1 4 2 5 2 6 2 6 3 4 3 4 2 6 4 5 7 5 6 3 2 1 7 1 7 5 2 3 7 6 0 7 4 6 4 2 7 0 1 0 2 6 4 3]
